pts, length, steps, init_time, run_time, stacks, stack_items, error_items
274, 1265, 286, 2.069292, 0.191204, 7, 88, 9
201, 437, 294, 0.480224, 0.221064, 7, 103, 10
161, 376, 479, 0.393885, 0.349899, 7, 75, 4
243, 629, 544, 0.750933, 0.688843, 7, 74, 21
51, 62, 62, 0.018522, 0.004613, 7, 21, 4
182, 462, 73, 0.541709, 0.027065, 7, 32, 5
47, 65, 33, 0.108068, 0.05237, 7, 13, 2
74, 97, 64, 0.04467, 0.05947, 6, 23, 7
166, 517, 52, 0.706469, 0.125757, 7, 21, 2
211, 583, 108, 0.764088, 0.153881, 7, 41, 11
132, 355, 939, 0.496659, 0.543037, 7, 175, 11
243, 847, 10000, 1.300085, 0.325777, 7, 2077, 12
144, 361, 10000, 0.451991, 0.074439, 7, 2549, 5
124, 223, 165, 0.215832, 0.20701, 7, 57, 11
289, 1822, 10000, 3.077752, 0.731439, 7, 2096, 1976
251, 1113, 1163, 1.81968, 0.708516, 7, 237, 17
16, 17, 23, 0.008487, 0.002678, 7, 12, 4
185, 707, 233, 1.029744, 0.666912, 7, 63, 5
74, 121, 97, 0.078123, 0.054346, 7, 33, 6
206, 466, 271, 0.514667, 0.447341, 7, 81, 5
171, 452, 328, 0.607113, 0.23818, 7, 108, 11
76, 116, 99, 0.128754, 0.018042, 7, 34, 5
261, 689, 10000, 0.902576, 0.609822, 7, 4250, 7
88, 129, 125, 0.125786, 0.256231, 7, 34, 5
23, 28, 25, 0.015382, 0.000394, 6, 11, 4
62, 97, 78, 0.062351, 0.000894, 7, 42, 10
85, 114, 103, 0.037534, 0.11057, 7, 44, 7
23, 25, 29, 0.014535, 0.014892, 6, 9, 4
61, 106, 78, 0.078563, 0.000959, 7, 37, 9
18, 20, 26, 0.009555, 0.003807, 6, 12, 3
169, 575, 205, 0.896038, 0.17861, 7, 64, 12
224, 895, 77, 1.400782, 0.182627, 7, 40, 6
37, 42, 43, 0.014322, 0.000746, 7, 14, 3
62, 95, 85, 0.052348, 0.004326, 7, 46, 5
98, 188, 137, 0.2021, 0.001681, 7, 48, 6
23, 23, 31, 0.008674, 0.051068, 6, 10, 4
45, 59, 59, 0.082115, 0.10827, 6, 19, 1
157, 312, 39, 0.311126, 0.004162, 7, 20, 5
92, 142, 102, 0.099735, 0.003505, 7, 37, 11
89, 122, 1259, 0.058904, 0.06759, 7, 340, 3
48, 59, 74, 0.020707, 0.000595, 7, 31, 4
221, 554, 66, 0.670695, 0.007997, 7, 28, 10
13, 14, 16, 0.008154, 0.000865, 6, 11, 5
20, 25, 45, 0.013285, 0.004405, 7, 15, 5
19, 22, 25, 0.008864, 0.000316, 7, 12, 4
50, 64, 68, 0.023742, 0.054807, 6, 32, 8
102, 167, 128, 0.156248, 0.058903, 7, 44, 9
40, 49, 70, 0.022451, 0.008219, 7, 23, 6
83, 104, 114, 0.043409, 0.102735, 7, 34, 15
300, 2080, 10000, 3.679224, 0.901133, 7, 2056, 1812
118, 214, 162, 0.156574, 0.00615, 7, 42, 8
258, 763, 10000, 0.987127, 0.304627, 7, 2578, 5
232, 725, 50, 1.05759, 0.001704, 7, 22, 4
147, 293, 1213, 0.271536, 0.125426, 7, 308, 5
121, 259, 422, 0.25878, 0.135008, 7, 97, 12
40, 54, 54, 0.025814, 0.002696, 7, 23, 4
35, 43, 40, 0.0220399999999999, 0.001776, 7, 15, 4
236, 738, 10000, 0.98039, 0.241657, 7, 3364, 22
279, 1431, 130, 2.470451, 0.016539, 7, 49, 6
148, 366, 203, 0.458128, 0.475056, 7, 76, 7
47, 81, 54, 0.053642, 0.063959, 7, 25, 7
75, 96, 10000, 0.092358, 0.126604, 7, 35, 6
271, 1354, 10000, 2.226428, 0.587295, 6, 3403, 8
70, 142, 10000, 0.122095, 0.122031, 2, 3373, 0
217, 1021, 10000, 1.5869, 0.47509, 7, 4078, 3
106, 188, 133, 0.181784, 0.250978, 7, 53, 6
184, 471, 10000, 0.561563, 0.378847, 7, 3351, 5
273, 892, 10000, 1.282916, 0.075382, 4, 3461, 3
234, 1035, 794, 1.629622, 0.428392, 7, 100, 16
131, 242, 10000, 0.212032, 0.181135, 7, 3311, 7
